code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
ls,112602724,114702544,132288516,146331045,158404992,161817196,161160997,178746982,178090770,180846789,184783955,194233280,193839555,245022650,271926362,235179601,261164893,318122434,376392533,387285025,376654900,379271290,388968505,376551069,415713708,436478629,438908117,407546340,443525168,473693115,504361453,516223231,554232469,572489679,604961066,615714944,644484498,666637145,703230505,705877381,745832990,776897960,785207642,819332553,837801746,860460091,897523945,940007925,990722466,1019081740,1076239050,1138569692
lr,678395865,694948647,704292927,720311768,757421958,793731218,854869604,912537275,956055027,1025736764,1094083642,1147746603,1195269000,1168304020,1223835837,1181386013,1244126257,1263882810,1324754198,1368005016,1311939203,1283906361,1252669673,1228908410,1203011422,1192866148,1172842726,1161095594,1137387209,834063618,408433755,350333189,227416403,152424954,119253702,114166087,128004401,264047233,342469250,420894717,529064647,645965987,851981179,572257782,543016606,594501950,652639709,755026241,834546393,943558441,1040653199,1128929889
lu,4302303281,4469727302,4530456488,4686263804,5054877293,5017727301,5073218554,5084213782,5296930800,5825186184,5924720196,6082746483,6484097816,7023099916,7318945711,6837990640,7011288020,7121349575,7411542534,7585388324,7649172559,7607029404,7693087499,7923039792,8413233453,8648106211,9511527496,9887325850,10724118202,11774873894,12401289199,13473280265,13718447181,14294710857,14840900499,15053451912,15281888981,16189489178,17240171942,18691358146,20269578036,20779788756,21632774847,21967645545,22933852107,24179117583,25381346505,27066319405,27270323848,25825285723,26516904700,26928586464
mg,2087989940,2130711083,2179101018,2158848417,2244393192,2234242838,2280369952,2406441700,2570772457,2666436611,2807129955,2917432338,2880304466,2804884317,2861174962,2897188333,2808277725,2874665421,2798147405,3073895046,3098663596,2798130771,2747479171,2772264354,2819522558,2852112776,2907988681,2942247275,3042384219,3166479810,3265591559,3059547936,3095838835,3160744948,3158481594,3212561532,3281596749,3402802283,3536611917,3701386758,3877575177,4110920842,3589911444,3941180407,4148368403,4339312825,4557258852,4841663813,5186794028,4949331455,5026822443,5076555381
mw,347712093,374275949,376777478,371536207,381423169,433359630,490775605,526511676,516386439,546762148,549382768,638484762,678270976,693875696,743667963,788933722,828362509,869101637,953796183,995726529,999776611,946887237,970592121,1006685618,1060647029,1109129017,1106746579,1124733859,1160469929,1176074649,1243020282,1351538834,1252430787,1373814378,1233133289,1439421907,1544739824,1603322832,1665776323,1716453871,1743506520,1656767701,1684932752,1777604054,1875372277,1924131956,2072290116,2192482943,2375260856,2589842236,2758392725,2882733194
my,6631037036,7134862821,7592994493,8150229423,8586997221,9246896226,9969699383,10354245291,11180306434,11726859459,12428892426,13143980655,14377137703,16061304719,17395939033,17535397065,19563161663,21080573283,22482860323,24584805735,26414956134,28248669795,29926902602,31797409276,34265500441,33880956357,34271437387,36118203573,39707531041,43304430213,47206007492,51712040356,56306715078,61878234603,67578484058,74220828751,81644916395,87623563754,81174981725,86157185425,93789736842,94275263158,99357631579,1.05109E+11,1.12239E+11,1.18224E+11,1.25138E+11,1.33248E+11,1.39653E+11,1.37369E+11,1.47251E+11,1.54815E+11
mr,319353267,368948552,371629363,364257100,465123120,540186226,541433851,560747516,617923815,625638792,700627427,713539194,708309610,675835336,758034559,719114226,780570483,765906735,762041098,798543169,825463738,853944618,833962962,865114331,837198264,862270348,911536848,928859550,944839631,989980151,972444588,989832744,1008383456,1067612242,1034935492,1136564092,1202698785,1154053268,1206212447,1299245507,1293653473,1319640344,1328412943,1407835146,1488746515,1622278158,1928387628,1959519170,2028435535,2003684749,2107593972,2207705290
mx,94354817785,99075314540,1.03697E+11,1.12103E+11,1.2545E+11,1.33687E+11,1.41837E+11,1.50141E+11,1.64289E+11,1.69906E+11,1.80954E+11,1.87762E+11,2.03213E+11,2.19188E+11,2.3185E+11,2.45168E+11,2.55998E+11,2.64678E+11,2.88385E+11,3.16354E+11,3.45563E+11,3.75878E+11,3.73518E+11,3.57844E+11,3.70763E+11,3.80378E+11,3.66099E+11,3.72893E+11,3.77537E+11,3.93387E+11,4.13325E+11,4.30777E+11,4.46408E+11,4.55116E+11,4.75406E+11,4.45845E+11,4.68761E+11,5.00522E+11,5.2508E+11,5.45418E+11,5.81426E+11,5.80514E+11,5.85313E+11,5.93223E+11,6.17269E+11,6.37055E+11,6.69865E+11,6.91704E+11,6.99939E+11,6.56259E+11,6.92479E+11,7.19742E+11
ma,7532416437,7349737688,8269776687,8671985899,8783539137,8951060778,8817757771,9702076704,10661780838,11553336581,12097898528,12775005042,13086362238,13552146554,14310531435,15392153119,17056472976,18089953268,18493841033,19380396415,20086262401,19531009681,21409694693,21290326609,22213551848,23618587123,25578766676,24927867669,27524008274,28175395271,29312116686,31334081354,30071024425,29766626322,32849863534,30688523141,34437705756,33670529277,36248368734,36440273805,37020609825,39816388505,41136714248,43735306932,45835417945,47200631556,50863330782,52239577756,55158232262,57782852366,59908047776,62633129054
np,1354713257,1380564790,1406937995,1433601041,1541586302,1523038106,1630269783,1604650135,1615489280,1687595378,1731067702,1710374808,1763700880,1755296206,1866469477,1893654058,1976947117,2036591087,2126318022,2176687898,2126201926,2303569140,2390629648,2319450901,2543999958,2700326346,2823613810,2871491521,3092504730,3226399299,3375944079,3590929275,3738387432,3882309741,4201280414,4346999805,4578620308,4809777106,4954858717,5173495488,5494252208,5757963273,5764888196,5992315213,6272911560,6491157510,6709559955,6938460637,7362028621,7695759086,8066414654,8379718550
nl,98359287391,98649984992,1.05401E+11,1.09221E+11,1.18259E+11,1.28481E+11,1.32003E+11,1.38972E+11,1.47889E+11,1.57397E+11,1.66361E+11,1.73566E+11,1.77916E+11,1.88207E+11,1.96217E+11,1.96459E+11,2.05864E+11,2.09819E+11,2.1471E+11,2.19051E+11,2.26172E+11,2.244E+11,2.21616E+11,2.26203E+11,2.33129E+11,2.39144E+11,2.45809E+11,2.50556E+11,2.59178E+11,2.70635E+11,2.81956E+11,2.88833E+11,2.9376E+11,2.97455E+11,3.06263E+11,3.15806E+11,3.26564E+11,3.40535E+11,3.53896E+11,3.70474E+11,3.85075E+11,3.92491E+11,3.9279E+11,3.94108E+11,4.02923E+11,4.11168E+11,4.25124E+11,4.41792E+11,4.49762E+11,4.33855E+11,4.41185E+11,4.46362E+11
ni,2103502588,1741191321,1944829723,2138207607,2375786760,2589699300,2675188806,2861636460,2900067094,3080964693,3122675612,3225872437,3297510125,3509111811,4007139876,4000999059,4209429284,4561694554,4204112424,3090914372,3233459068,3406878861,3379066399,3534949883,3479589248,3337557583,3303604303,3280269197,2871881520,2823128094,2820500756,2815121711,2825973080,2814919609,2908866342,3080833198,3276286557,3406249572,3532675436,3781225303,3936327817,4052872049,4083427038,4186354768,4408746006,4597552925,4788455384,4962899553,5099835101,5024905086,5250044048,5494417083
ne,1020197091,1066579260,1176209886,1287105652,1288792274,1377973629,1372702919,1374389541,1379660251,1303972837,1343819364,1420139175,1346770918,1117179020,1215214139,1181270857,1189282276,1281625063,1454293440,1558231735,1523445073,1532721562,1557599200,1483598546,1233977824,1329272303,1413814378,1414868465,1512481962,1526607472,1507000407,1544738760,1444076715,1465007710,1523674847,1563378094,1616831446,1661358428,1834509565,1824075639,1798365123,1926127106,1983894009,2089040391,2091129432,2185230256,2311973611,2390580714,2598561236,2575174185,2781188119,2845155446
ng,12836410903,12861030560,13388717691,14537284760,15256951393,16002249934,15322072031,12909821977,12748660891,15833503316,19793025795,22611064089,23371759533,24632142545,27381255809,25949832877,28296308039,30000910982,28271610954,30182610970,31451738767,27322792091,27258666777,25815460906,24571584325,26956196167,27633761236,27440226402,30156667431,32328043288,34977654923,36641050126,37710320429,38539752620,38578292372,39542749682,41243087918,42356651292,43152718562,43627561284,45983449593,47408936530,48143264348,53102020576,58730834757,61902299834,65740242424,69980375057,74179197560,79371741390,85581744176,91293024018
no,38302651835,40705505694,41850936292,43435012262,45610954782,48021771422,49840122162,52958159581,54154948070,56594418064,57725534132,60968411443,64180254603,67054745037,69615254143,73113684286,77348888186,80550482412,83654855453,87300314681,91232456676,92644319022,92760122385,96347057333,1.02026E+11,1.07488E+11,1.11828E+11,1.13819E+11,1.13622E+11,1.14755E+11,1.16967E+11,1.20599E+11,1.24848E+11,1.28327E+11,1.34809E+11,1.40453E+11,1.47615E+11,1.55576E+11,1.5975E+11,1.62986E+11,1.68289E+11,1.71638E+11,1.74216E+11,1.75929E+11,1.82898E+11,1.87633E+11,1.92233E+11,1.97333E+11,1.97403E+11,1.94112E+11,1.95425E+11,1.98253E+11
om,538829577,544970113,654987546,684666627,685178343,688248616,724068246,1203539587,2189091628,2750947628,3133194420,3161337597,3471946111,2977122354,3319455844,4130515114,4978927994,5029076787,4843326253,5053126619,5358105188,6271505604,6997108650,8163293643,9527510186,10862047279,11079522789,10698300397,11336349949,12669148915,12652625161,13421155507,14550395886,15429670541,16027689808,16828564523,17341152466,18387433053,18873291187,18849736049,19867880550,21354315272,21902763277,21968471566,22715399600,23622652660,24921898556,26616587658,30023510878,30353769498,31567920277,33304155893
pk,8608436616,9123853537,9532862993,10361157397,11145471881,12306759369,13019314804,13722437560,14715011785,15525499865,17288181549,17369154645,17510436463,18747419896,19411114501,20228597212,21271622035,22111361495,23891001859,24788929769,27321293469,29485348529,31412949298,33542237848,35241221159,37916775092,40002824738,42583944209,45831088671,48104204750,50248972481,52792358269,56860483455,57859947294,60022413964,63001091770,66054490892,66724545016,68426177246,70930666164,73952374970,75418468995,77850284715,81623159361,87637620104,94357063094,1.00186E+11,1.0588E+11,1.0757E+11,1.11437E+11,1.16055E+11,1.1879E+11
pa,1930103379,2137615699,2316423139,2511526589,2625299370,2865104694,3080540665,3344416101,3576148209,3881137437,4129015842,4527295893,4734658716,4990610460,5112456504,5193786965,5279154096,5340151941,5860278419,6124452769,6191729852,6761790602,7123442045,6803502364,6987841441,7333196891,7594829808,7457435151,6459641959,6560557513,7091896590,7759882802,8396323560,8854405421,9106769057,9266290384,9526727264,10142248213,10886841543,11313301599,11620500000,11687233385,11947728636,12450221829,13386737514,14349415139,15573098990,17459415719,19225857623,19840254426,21486310530,23764034404
pg,837055577,888794937,945447625,983951147,1068278574,1177974929,1246459544,1297196227,1353748650,1465750490,1624678937,1726955621,1824417280,1943538341,1994275024,1976727698,1909747297,1925690171,2090333990,2128637163,2079605041,2073889669,2081209365,2148290132,2140669593,2226300453,2330781992,2395356163,2465042866,2430049607,2356852386,2581858705,2939422490,3474464559,3680921041,3558992414,3834234097,3684530642,3545656503,3611448068,3521348155,3517077155,3511488507,3587480705,3685102349,3817622470,3916288942,4198261746,4479545283,4725920274,5103993896,5563353346
py,1263290494,1352424687,1370623898,1423698934,1479030545,1558360064,1576475781,1710726966,1764594760,1837339143,1926997660,2031863394,2162739399,2318340828,2509329973,2667922952,2855159778,3167340618,3526837251,3927378984,4509372596,4894303894,4712404603,4569856276,4710487179,4897781398,4897781398,5110005896,5434734613,5749875374,5927581217,6073964811,6281869444,6527603719,6770891593,7140058290,7168801119,7383288950,7426066466,7316030416,7071265939,7217236774,7213731474,7490710349,7800472023,8023446451,8371707752,8937744399,9458532785,9094701457,10463076859,10886238238
pe,16356280982,17558476237,19022886909,19730642246,21032920217,22071787233,23924687146,24827773150,24915797888,25861265879,27370756022,28515096192,29333415569,30910283360,33769507382,34918198776,35602848010,35746297796,35847365594,37925221154,39092384026,41899446419,41648049740,36733579871,38643726024,39725750353,43698325388,47194191419,43088296766,38046966044,36090118317,36871793989,36713699866,38463105665,43394706495,47130518412,48317368876,51633902574,51294176779,51763072746,53290390318,53404908563,56085932802,58347474126,61251271118,65432704696,70497520780,76775759558,84302372402,85006410418,92506872121,98901255440
ph,17990832237,19001301599,19908256877,21313876851,22048562380,23209597885,24236853336,25527259808,26789689529,28037113537,29092600073,30671930089,32342566048,35227732138,36481175386,38511270214,41902815508,44250234521,46538902356,49163545544,51694932893,53464589598,55399648248,56438179178,52304826078,48483117034,50139679840,52301519734,55833203120,59297827079,61098682100,60745327250,60950405317,62240303121,64971173187,68010974412,71986809923,75719586808,75282895149,77603058843,81026294681,83371189500,86410818147,90705750112,96780891472,1.01405E+11,1.06721E+11,1.13783E+11,1.18508E+11,1.19869E+11,1.29017E+11,1.33815E+11
pt,20981025078,22142318529,23606910623,24993510231,26570787524,28555356597,29719818177,31962024667,34798817118,35536809956,40018991717,42672912124,46093443125,51256218074,51842005085,49588105981,53009799835,55979725443,57556095543,60801647711,63592042134,64621027189,66000928625,65886672394,64648016404,66462970413,69215172550,73632065332,79146450269,84243987334,87572065710,91397394349,92393147458,90505299488,91378529219,95292070961,98806759496,1.03161E+11,1.08462E+11,1.1288E+11,1.173E+11,1.19616E+11,1.2053E+11,1.19432E+11,1.21296E+11,1.22236E+11,1.24006E+11,1.26939E+11,1.26929E+11,1.23237E+11,1.24964E+11,1.22953E+11
rw,623378345,597789677,665541954,600182777,525370037,562196004,601599820,643206569,688319669,764085563,809941587,819714671,821871081,850127733,862113034,843889470,1008486542,1028596868,1122722130,1255988215,1368419410,1442809419,1468936482,1556784024,1490764343,1556398946,1641567236,1641172667,1715006153,1714379588,1673246631,1631174858,1726969276,1586934659,789530666,1067635567,1203713148,1370424439,1491825811,1604922565,1734921293,1882389602,2089452459,2135420413,2293441523,2506731585,2737350891,2887905190,3211350571,3343015945,3583713093,3891912419
sn,1870217818,1931233186,1928602164,1964560538,2040862637,2068050794,2127543673,2101592047,2233798443,2087392100,2266115562,2262932815,2407380545,2272970708,2368453106,2546931741,2774130881,2699703576,2592959153,2774510001,2682655748,2818653423,3039722232,2877814688,2985610845,3083642502,3179646769,3373426354,3353441130,3486836192,3463277797,3551793131,3595929391,3642704536,3642073304,3837414918,3914628506,4036922805,4275047661,4546389886,4691828357,4906757093,4938886719,5267878968,5578711668,5892630725,6041595932,6334999295,6569659707,6707035904,6984284544,7168101438
sc,48981400,46589993,50507549,55626796,58919480,118082215,120565082,121173627,130326155,130326155,141888524,164380375,174749994,190572184,193055050,199189191,231612508,217275171,263232545,304808390,291858536,267881834,264887789,260360209,272105407,302379136,301844521,315138083,332145280,369341648,395179107,406087734,435169568,462135505,458444440,454659334,477017317,534076017,578956552,589794649,614879765,600914842,608202933,572397248,556081329,597623469,653242423,715953696,708840351,712543437,760361490,798003690
sl,488526149,497363800,519948927,528786577,564137223,604643154,614922088,615145191,627570655,681073858,739785784,765426141,772316773,789745014,817384733,831028654,827295870,827682017,847598796,885836229,928741740,955502770,1001192576,980139483,1020256928,966067608,978008657,1048731091,974480930,981594641,1014478061,1038318296,840933988,852538877,835914369,769057937,807510834,672333654,666703295,612555160,635876870,751415300,957766831,1046724725,1125375032,1206157644,1293976843,1377335079,1453557725,1500071572,1574302614,1668760770
sg,3705795365,4217950558,4216235949,4591736530,4617455666,5250605184,5820947343,6535267252,7423671459,8440042998,9603756795,10761031619,12214093126,13569873937,14449518821,15119171982,16238161023,17449848067,18963876784,20745905987,22830334872,25278942771,27095545197,29416997888,32013064064,31804986630,32214412480,35684612707,39636111642,43690170069,48105739109,51225740433,54827446525,61121397323,67585023753,72504108856,78033678182,84672375059,82834715452,87967794883,95922652586,94815323307,98799423166,1.03325E+11,1.12788E+11,1.21101E+11,1.31714E+11,1.4338E+11,1.45819E+11,1.4439E+11,1.65707E+11,1.73809E+11
za,38336071006,39810250010,42269436973,45386200940,48989793258,53347940265,55715759234,59725342237,62205953376,65139570532,68558449204,71492066360,72675108212,75997832835,80642114220,82009298221,83854496458,83775592976,86301014760,89572293904,95502508098,1.00622E+11,1.00236E+11,98385496370,1.03402E+11,1.0215E+11,1.02168E+11,1.04314E+11,1.08695E+11,1.11298E+11,1.10945E+11,1.09815E+11,1.07468E+11,1.08794E+11,1.12312E+11,1.15812E+11,1.20799E+11,1.23997E+11,1.24638E+11,1.27577E+11,1.32878E+11,1.36512E+11,1.41519E+11,1.45693E+11,1.52329E+11,1.60367E+11,1.69354E+11,1.78749E+11,1.85217E+11,1.8237E+11,1.8764E+11,1.93499E+11
es,1.13022E+11,1.26402E+11,1.38983E+11,1.52321E+11,1.60407E+11,1.70437E+11,1.82787E+11,1.90721E+11,2.03302E+11,2.21411E+11,2.30978E+11,2.41717E+11,2.61416E+11,2.81776E+11,2.97609E+11,2.99222E+11,3.09108E+11,3.17882E+11,3.22533E+11,3.22667E+11,3.29794E+11,3.29357E+11,3.33462E+11,3.39365E+11,3.45422E+11,3.5344E+11,3.64939E+11,3.85182E+11,4.04805E+11,4.24345E+11,4.40391E+11,4.51604E+11,4.558E+11,4.51098E+11,4.61849E+11,4.74584E+11,4.86055E+11,5.04859E+11,5.27417E+11,5.52448E+11,5.80345E+11,6.01641E+11,6.17946E+11,6.37038E+11,6.57801E+11,6.81374E+11,7.09148E+11,7.33821E+11,7.40342E+11,7.12647E+11,7.12152E+11,7.17194E+11
lk,2708601390,2823071268,2930856681,3004618975,3121994086,3201197958,3362019679,3578500632,3786093206,4078258886,4235134591,4290483612,4272872021,4574425143,4750350421,5041367314,5209502382,5475218413,5784778418,6155209085,6515044619,6886370991,7171570536,7516808382,7900102158,8295059639,8656355060,8805730046,9023468716,9230944961,9821725438,10273524808,10725559900,11465623533,12107698451,12773621865,13259019496,14108314847,14771179512,15406424815,16330810304,16078438393,16715893245,17708862282,18673120685,19838649830,21359771931,22811733077,24169041086,25024372773,27030316336,29260877188
sd,3292300613,3322278876,3552042477,3450916780,3412251040,3643501794,3513241284,3563272665,3633227617,3683705862,3901968151,3989657649,3787342666,3811286056,4247498788,4914928084,5734011627,6090888087,5729638367,5442090769,5525045073,5935973822,6289678679,6419403473,6097861523,5714852211,6024243459,6880944178,6858161939,7470691385,7062040511,7592464085,8091885904,8461583799,8546726693,9059281793,9595511990,10609444484,11066552696,11410069395,12366140066,13128567104,13832329600,14820625397,15088237417,16042683061,17854598587,19669066108,21013966787,21846767398,22819076998,21700942225
se,85028727553,89859666462,93686585670,98678111216,1.05409E+11,1.09438E+11,1.11726E+11,1.15486E+11,1.19688E+11,1.25683E+11,1.33277E+11,1.34536E+11,1.37615E+11,1.43076E+11,1.47652E+11,1.51421E+11,1.53023E+11,1.50581E+11,1.53218E+11,1.59102E+11,1.61806E+11,1.61479E+11,1.63406E+11,1.66363E+11,1.73469E+11,1.77267E+11,1.82339E+11,1.88643E+11,1.93673E+11,1.99055E+11,2.01066E+11,1.98812E+11,1.96419E+11,1.92377E+11,2.00097E+11,2.07977E+11,2.1133E+11,2.17054E+11,2.26181E+11,2.36721E+11,2.4726E+11,2.50381E+11,2.56599E+11,2.62593E+11,2.73713E+11,2.82365E+11,2.94498E+11,3.04259E+11,3.02392E+11,2.87189E+11,3.04859E+11,3.16799E+11
th,8764726641,9234702982,9932315403,10726883846,11459639926,12397227908,13776112396,14963060547,16178399797,17238191546,19204716561,20144859060,21006757943,23157099913,24191357185,25393763440,27762192462,30494953638,33634638293,35441410412,37274986914,39476772126,41589706661,43912159722,46438174779,48596267188,51285501317,56167342577,63630922388,71387853266,79359850156,86151673510,93115648058,1.00799E+11,1.09858E+11,1.20006E+11,1.27088E+11,1.25345E+11,1.12171E+11,1.1716E+11,1.22725E+11,1.25385E+11,1.32052E+11,1.41481E+11,1.50457E+11,1.57385E+11,1.654E+11,1.73743E+11,1.7806E+11,1.73911E+11,1.87495E+11,1.8759E+11
tg,278575742,312474882,324266599,340478938,389119797,449276600,491547773,518584727,544636825,603625723,618863063,618863063,666052347,691611999,725036563,742731379,727494077,778121011,864067858,819415054,938860827,907735844,875217092,827832770,873823476,922369195,937002622,941782855,1004339554,1045115958,1042569469,1035271822,994060893,843999175,970450629,1046590558,1139069514,1302837839,1272874177,1304463750,1294243543,1273188708,1261447985,1323945134,1352000397,1367959503,1423394866,1455997069,1490639147,1538732721,1595792895,1658132200
tr,44566050533,45081264990,47592935468,51907856546,54741536059,56287179430,62598556529,65561039657,70004764349,72861760698,75217752385,79404894949,85301334432,88084149122,93011994443,99684779523,1.10113E+11,1.13864E+11,1.15575E+11,1.14854E+11,1.12043E+11,1.17485E+11,1.21671E+11,1.27719E+11,1.36292E+11,1.42073E+11,1.52035E+11,1.66456E+11,1.70319E+11,1.70813E+11,1.86641E+11,1.87986E+11,1.97452E+11,2.12559E+11,2.02637E+11,2.18601E+11,2.34733E+11,2.5252E+11,2.58349E+11,2.49655E+11,2.66568E+11,2.5138E+11,2.66875E+11,2.80926E+11,3.07229E+11,3.33041E+11,3.55999E+11,3.72619E+11,3.75074E+11,3.56974E+11,3.89661E+11,4.22739E+11
gb,5.25328E+11,5.40685E+11,5.47865E+11,5.6954E+11,5.98235E+11,6.1492E+11,6.27522E+11,6.42023E+11,6.67606E+11,6.81309E+11,6.98035E+11,7.12165E+11,7.37564E+11,7.90137E+11,7.79391E+11,7.74507E+11,7.94986E+11,8.14021E+11,8.40406E+11,8.62994E+11,8.44982E+11,8.34703E+11,8.53088E+11,8.84576E+11,9.08384E+11,9.41302E+11,9.79088E+11,1.02376E+12,1.07527E+12,1.0998E+12,1.10837E+12,1.09294E+12,1.09454E+12,1.11887E+12,1.16676E+12,1.20237E+12,1.23706E+12,1.31385E+12,1.36429E+12,1.41416E+12,1.4772E+12,1.52374E+12,1.56424E+12,1.61937E+12,1.66723E+12,1.702E+12,1.74637E+12,1.80691E+12,1.78698E+12,1.70883E+12,1.74458E+12,1.756E+12
us,2.47939E+12,2.53642E+12,2.69114E+12,2.80955E+12,2.9725E+12,3.16274E+12,3.36832E+12,3.45253E+12,3.61825E+12,3.73042E+12,3.73788E+12,3.86713E+12,4.08067E+12,4.32188E+12,4.29944E+12,4.29101E+12,4.52353E+12,4.73334E+12,4.99966E+12,5.15704E+12,5.14222E+12,5.2729E+12,5.16848E+12,5.40189E+12,5.79054E+12,6.02865E+12,6.23527E+12,6.43274E+12,6.69649E+12,6.93522E+12,7.06394E+12,7.04549E+12,7.28537E+12,7.49465E+12,7.80302E+12,8.00192E+12,8.30488E+12,8.67907E+12,9.06107E+12,9.50225E+12,9.8988E+12,1.0007E+13,1.019E+13,1.04501E+13,1.08137E+13,1.11463E+13,1.14427E+13,1.16609E+13,1.16191E+13,1.12092E+13,1.15479E+13,1.17442E+13
uy,10614613898,10879240250,10707941295,10726193929,10987968920,11102859567,11442924162,11024475409,11232718019,11891487796,12168941584,12138310953,11978137460,12011101245,12358864021,13112373368,13628406910,13826763086,14569811305,15473010914,16377160977,16632572597,15009587544,13467442600,13313561256,13508809425,14698909640,15873813654,16108894905,16286721165,16335149465,16913219122,18254706049,18739833279,20104344754,19813314465,20918492779,22706539276,23732622830,23272396923,22823255806,21945900192,20249041605,20412103881,21433558291,23032530046,23976536117,25544963828,27378107386,28040043322,30534154733,32274699322
ve,41118729573,42431452970,46052100593,47848570687,53173803147,55387357767,56223845461,57817155664,62059334863,62497496638,67317250051,68313068113,69189391661,74108728186,75642284607,77833080427,83847818124,89105733312,91196952546,91894021274,87831090370,87512429635,85700041807,82473592071,83662996974,83824717711,89281995940,92479764607,97863352352,89476578650,95263870747,1.04533E+11,1.10868E+11,1.11173E+11,1.08561E+11,1.12851E+11,1.12628E+11,1.19804E+11,1.20156E+11,1.12982E+11,1.17148E+11,1.21124E+11,1.10398E+11,1.01836E+11,1.20458E+11,1.32887E+11,1.46006E+11,1.58787E+11,1.67167E+11,1.61814E+11,1.59405E+11,1.66062E+11
zm,1666817402,1680283120,1638429961,1692045830,1898713119,2214800544,2091429299,2257064144,2285239764,2275255181,2384401746,2382350217,2601737630,2576707654,2742342499,2680109734,2846838693,2716902250,2731947475,2649335273,2729759075,2898129461,2816611375,2761217379,2751916639,2796368639,2816611375,2891974366,3073612018,3042153544,3027518592,3026424647,2974039595,3176193215,2902232519,2820351878,3016243929,3115744351,3057831837,3125850012,3237716325,3396364425,3508444451,3687375118,3885776053,4093330085,4348147615,4617450196,4879795903,5192250555,5587389858,5917195991
zw,1459732283,1551931300,1574193282,1672491323,1653990695,1735211094,1761640602,1909037242,1946647826,2188581822,2682438620,2921647386,3165014037,3247453649,3462602452,3395731871,3411516510,3177462512,3091451041,3193377320,3653884133,4111548672,4219859086,4286756718,4204992856,4497003857,4591397252,4644232162,4994981979,5254709384,5621937535,5932930867,5398043355,5454801525,5958563295,5967979333,6586303610,6762855657,6957978372,6901074576,6689957610,6786267277,6182695057,5131941405,4833901971,4557833784,4400064590,4239315809,3490273376,3699144987,4032423429,4407438807
